repitation,model,fold,feature_name,importance_value
0,ExtreTrees_feature_ranking_reduced,0,created_weekday_owner_tz,0.1517973751105629
0,ExtreTrees_feature_ranking_reduced,0,created_hours_utc,0.03416753844395872
0,ExtreTrees_feature_ranking_reduced,0,created_hours_owner_tz,0.05020397952572504
0,ExtreTrees_feature_ranking_reduced,0,betweenness_centrality,0.029648601525911464
0,ExtreTrees_feature_ranking_reduced,0,clustering_coefficient,0.027091291431984542
0,ExtreTrees_feature_ranking_reduced,0,num_directory,0.025986668996848764
0,ExtreTrees_feature_ranking_reduced,0,deletions,0.027178879825780225
0,ExtreTrees_feature_ranking_reduced,0,num_files_type,0.01980962009745337
0,ExtreTrees_feature_ranking_reduced,0,sum_complexity,0.02758941557275608
0,ExtreTrees_feature_ranking_reduced,0,num_binary_files,0.006207910640098563
0,ExtreTrees_feature_ranking_reduced,0,subject_length,0.02545701750398921
0,ExtreTrees_feature_ranking_reduced,0,msg_word_count,0.025986742717102357
0,ExtreTrees_feature_ranking_reduced,0,is_non_fonctional,0.009560930977640858
0,ExtreTrees_feature_ranking_reduced,0,is_refactoring,0.019425858069866096
0,ExtreTrees_feature_ranking_reduced,0,is_corrective,0.01748163794906918
0,ExtreTrees_feature_ranking_reduced,0,is_preventive,0.015548034114498867
0,ExtreTrees_feature_ranking_reduced,0,has_feature_addition,0.015219653836547851
0,ExtreTrees_feature_ranking_reduced,0,is_merge,0.004152663487735668
0,ExtreTrees_feature_ranking_reduced,0,num_file_changes_for_revrs_max_recent,0.023760115462487578
0,ExtreTrees_feature_ranking_reduced,0,files_changes_duration_avg,0.028884173842797657
0,ExtreTrees_feature_ranking_reduced,0,files_revisions_duration_avg,0.025207299766388823
0,ExtreTrees_feature_ranking_reduced,0,files_num_recent_branch_changes,0.026877077099179986
0,ExtreTrees_feature_ranking_reduced,0,owner_age,0.029176956383256923
0,ExtreTrees_feature_ranking_reduced,0,num_owner_open_changes_recent,0.03152347749637194
0,ExtreTrees_feature_ranking_reduced,0,prior_owner_rate,0.03042024584759317
0,ExtreTrees_feature_ranking_reduced,0,owner_changes_messages_avg,0.02824239363381109
