Train R square,Test R square,Train MSE,Test MSE,Train MAE,Test MAE,Train MAPE,Test MAPE,Test SAE,fit_time,Organization,model,dim,fold,repitation
1.0,0.1939588247905767,1.8599839798389813e-12,1337.5174515949725,2.7916643964171797e-08,24.193805221859172,4.4495059280124905e-10,0.4525674925257361,0.397641832627463,0.8983943462371826,Android,ExtraTrees,all,0,0
0.9999637774919584,0.18586456973848586,0.10405939469396193,1291.1578914354077,0.004255254904163357,24.554238932738826,6.713411974550179e-05,0.5061934796819609,0.38220323534251865,1.9642329216003418,Android,ExtraTrees,all,1,0
0.9999756267967108,0.17620527954159348,0.06938099360250477,1133.1658169669486,0.0028371643613721133,22.85387025359174,4.4761250475657014e-05,0.4863925867883942,0.4065718986085316,2.989433765411377,Android,ExtraTrees,all,2,0
0.9999814267077921,0.19126416849617855,0.0520387696567203,1316.5929939544903,0.0021279971908381174,24.356829256346135,3.3572892596547785e-05,0.4744467496978249,0.3824937884088968,4.031241416931152,Android,ExtraTrees,all,3,0
0.9999850836681056,0.17747147159409016,0.04163246759875163,1301.5105964484299,0.001702457381802995,24.53917026167482,2.685925515485281e-05,0.47855392299918326,0.37615889126380053,5.267040252685547,Android,ExtraTrees,all,4,0
0.999987479722653,0.1669780867307843,0.034694529641994695,1377.5580990980507,0.0014187466094185718,25.585277230474812,2.2383217582102996e-05,0.5043110309553905,0.35949969056494646,6.806135416030884,Android,ExtraTrees,all,5,0
0.9999892687900509,0.16528120343819985,0.029738662147454065,1285.5705957284447,0.0012160888107550446,24.403584448204484,1.9185936451429215e-05,0.5112259635801667,0.3816152057116704,8.099086999893188,Android,ExtraTrees,all,6,0
0.9999906486148294,0.1516290830397392,0.026021653499853133,1296.9246959444072,0.0010640963524344226,25.116107111891754,1.6788120389205867e-05,0.5216299334781795,0.3617199365569843,9.814124584197998,Android,ExtraTrees,all,7,0
0.9999917061809803,0.1781889097004864,0.02313058275475176,1248.0080944732413,0.000945876481124778,24.601040989540145,1.4922959394468226e-05,0.4923315995054343,0.37328118059782955,11.452529430389404,Android,ExtraTrees,all,8,0
0.9999925122838971,0.15075458592109248,0.02081768582537271,1248.637783094109,0.0008512950757035027,24.138856323151256,1.343075509092002e-05,0.5097263773465974,0.379150392942346,13.306960105895996,Android,ExtraTrees,all,9,0
0.9869555268852934,-0.25817766868719527,28.156568385622922,1711.6541350600403,0.6672677487101323,28.488346865174357,0.01214136640397798,0.6590831195500869,0.29116642801033854,0.1357285976409912,Android,ExtraTrees,time,0,0
0.9838936371406054,-0.29306094303252217,36.186382036357806,1739.122638504227,0.8393773362661846,28.77978986082908,0.015121143618064109,0.6882587781363445,0.2763150688621433,0.20815730094909668,Android,ExtraTrees,time,1,0
0.9810452430537985,-0.3489081945019712,38.61233793283885,1637.4121929283199,0.894526910058709,28.195292411759816,0.016742666951442,0.738582708960377,0.2673051759522762,0.28676295280456543,Android,ExtraTrees,time,2,0
0.9791747505462598,-0.2955933097689223,39.483267994655584,1739.5373326771166,0.918113660067599,29.096336033118735,0.017668627834720226,0.6897921696167532,0.2625121364506413,0.3889803886413574,Android,ExtraTrees,time,3,0
0.9769023599267629,-0.3555300600442044,43.59991719672484,1740.8534956356173,1.002586561736458,29.153062507973274,0.019253799115126296,0.6812131036077392,0.25886467058014084,0.4887688159942627,Android,ExtraTrees,time,4,0
0.971756010116359,-0.2601689487722465,50.69510358103034,1752.694792605997,1.1638831909145724,29.183719458206735,0.022693351552418015,0.6783492759685826,0.2692823847224326,0.568486213684082,Android,ExtraTrees,time,5,0
0.9716826513353667,-0.2725073513706846,49.95568368945949,1752.3212282141242,1.1601938176448676,29.165401620454826,0.022721184402422993,0.7300273179825763,0.26129441242946005,0.6829800605773926,Android,ExtraTrees,time,6,0
0.9705293665712141,-0.38209699129138897,51.655218487160546,1803.2163323119926,1.205313890063255,30.318048378637503,0.02367653969392296,0.7369156313905257,0.22981766366802203,0.7676670551300049,Android,ExtraTrees,time,7,0
0.9690475359424151,-0.21317554116553583,53.77039082778537,1582.006998905328,1.2613838117463634,27.919605331544375,0.024797391611845344,0.6559469846749149,0.28895749925017145,0.8617677688598633,Android,ExtraTrees,time,8,0
0.9692491784432147,-0.356988888098718,53.26762927711684,1739.405395346819,1.26109174601654,29.255207448949854,0.024710041667801858,0.7267454455571143,0.2476700605922998,0.9781084060668945,Android,ExtraTrees,time,9,0
0.9112568035672033,-0.18250064667810628,159.75537855261214,1727.8141215556043,2.98110198609494,30.243818722407816,0.05638085109979187,0.6488780216461094,0.24747091852265657,0.20339512825012207,Android,ExtraTrees,change,0,0
0.8963184895789842,-0.15804442307541455,170.11719889453488,1712.0089443583583,3.168505857031753,30.512531239736028,0.06165543116678182,0.6740810796150891,0.23186619590578805,0.3439157009124756,Android,ExtraTrees,change,1,0
0.8811157131398555,-0.16265451884033078,193.69448238350614,1510.4436695524305,3.598812182105578,28.674379598049548,0.07123807951896566,0.6604533883868797,0.2550698661657447,0.5218901634216309,Android,ExtraTrees,change,2,0
0.8692995147482266,-0.17529935341195357,206.44601773458683,1758.9998995717615,3.789326498912062,31.0436703227362,0.07390090253815947,0.6534959325213051,0.21296163395376222,0.6862940788269043,Android,ExtraTrees,change,3,0
0.8590000139046985,-0.17731357517337454,219.15564912214285,1742.3188120880657,4.087733507508495,30.640015937925863,0.08067649834023882,0.6368363113659661,0.22087830269326303,0.8512389659881592,Android,ExtraTrees,change,4,0
0.8510079569342203,-0.1531364510331834,230.84530809299594,1830.3505060519362,4.297873920631443,31.564466465473057,0.08472006587341673,0.6503373093852344,0.21009681939176428,1.058734655380249,Android,ExtraTrees,change,5,0
0.8429621257561157,-0.13006239140076614,246.59043965124505,1700.8389648817526,4.582324414405714,30.58012027226326,0.0901875977826689,0.6667807359266547,0.22499539538245827,1.2380130290985107,Android,ExtraTrees,change,6,0
0.8289361626913889,-0.14446129091605409,268.30576268505587,1668.06337712429,4.981066785390309,30.430296457530904,0.09880508949464524,0.6704167290794173,0.22645730441947298,1.3720200061798096,Android,ExtraTrees,change,7,0
0.8288685486339158,-0.15155945810255034,265.90327637462144,1660.1836199031984,4.973712465200742,30.179953922333908,0.0989710321809848,0.6410571003908418,0.23091321815041366,1.5236446857452393,Android,ExtraTrees,change,8,0
0.8270578196797727,-0.16678558616480554,263.7203396111304,1630.6611303918871,5.008696900316856,29.622957723938434,0.10176164052148555,0.6701445844653606,0.23816734812045448,1.7346491813659668,Android,ExtraTrees,change,9,0
0.9210283206583681,-0.26803326448803455,147.9321368867136,1819.1385333081528,3.2068680897971293,31.56571422272921,0.06212463566486997,0.6992920649091137,0.21467393695760606,0.17810630798339844,Android,ExtraTrees,text,0,0
0.9266206673687638,-0.24394796920359352,124.1559482383038,1767.1450430108468,2.7115909374629914,31.611093185103528,0.05362777830820296,0.7407541507967793,0.20538834380200321,0.2877674102783203,Android,ExtraTrees,text,1,0
0.940701475644807,-0.2138844593074527,99.37875810908541,1545.177452959831,2.161049448541739,29.31277595165911,0.04280191951536963,0.6916786835080048,0.23841865330103806,0.4296894073486328,Android,ExtraTrees,text,2,0
0.9471233378153848,-0.20511406791982223,84.56700876962873,1756.6719248435643,1.859776556112528,31.24886427846494,0.03714652116593252,0.6789888392319713,0.207986181981191,0.578040599822998,Android,ExtraTrees,text,3,0
0.9473991177229294,-0.24744932136780795,84.13544842692008,1776.5620647882276,1.8147433296699742,31.369561619260658,0.03656955049069169,0.6834615545432327,0.20217534574365936,0.6933469772338867,Android,ExtraTrees,text,4,0
0.9484741771439571,-0.24027539041827728,82.58449824619183,1889.8361077524671,1.7970046637597852,32.467181851146776,0.036395698165303345,0.7090701208340396,0.18795180674663614,0.8132181167602539,Android,ExtraTrees,text,5,0
0.9488763975575399,-0.21549276910776638,81.95770795444997,1758.8182314826936,1.786774008935397,31.472252304074743,0.03617938252606524,0.7252389550266366,0.20293421698237124,0.9976873397827148,Android,ExtraTrees,text,6,0
