Train R square,Test R square,Train MSE,Test MSE,Train MAE,Test MAE,Train MAPE,Test MAPE,Test SAE,fit_time,Organization,model,dim,fold,repitation
0.9999881827658299,-0.012755162903780315,0.007733355311754643,462.14385757552856,0.005276043828561502,15.841120665544594,0.0001520006834853104,0.4120779206929596,0.2703602301206173,0.21253228187561035,Libreoffice,ExtraTrees,all,0,0
0.9999938823149233,0.10563939300179459,0.003876643319938861,380.81909680364964,0.002644820939866115,14.474006730678523,7.619621891272702e-05,0.41926793484800307,0.33229677306861605,0.39104223251342773,Libreoffice,ExtraTrees,all,1,0
0.9999959389489248,0.04517611483886508,0.0025866510887984145,497.0490462517187,0.0017647300510545319,16.497358473291996,5.08411572458407e-05,0.42601804350028566,0.27171552399678844,0.5755329132080078,Libreoffice,ExtraTrees,all,2,0
0.9999970181162884,0.1370330060552981,0.0019408380610095612,397.29096394418093,0.001326685503801498,14.921385741574046,3.8199068027960514e-05,0.411659156530244,0.3283179304395376,0.738969087600708,Libreoffice,ExtraTrees,all,3,0
0.9999976265557029,0.08693442010755015,0.0015530712413860711,460.74793934036273,0.001061622370120355,15.802993270332978,3.0567142717541283e-05,0.41511492346187123,0.3023657794670328,0.9154391288757324,Libreoffice,ExtraTrees,all,4,0
0.9999980291713216,0.0762427601493928,0.0012944491469922923,399.09816417042117,0.0008851563131231294,14.510579813209517,2.5483843138025265e-05,0.42276111268916894,0.33961383891536345,1.1209871768951416,Libreoffice,ExtraTrees,all,5,0
0.9999983056683187,0.14787521189560815,0.0011096642632276235,390.11670874738303,0.0007587986985311084,14.553659323092953,2.184597987944901e-05,0.41673358962714613,0.3419137700901641,1.362208366394043,Libreoffice,ExtraTrees,all,6,0
0.9999985306422698,0.11843047237167637,0.0009710457771498022,416.46705414742763,0.0006640100941685978,14.59224532417355,1.9116995304563906e-05,0.3990611119860539,0.33802666073933285,1.4864602088928223,Libreoffice,ExtraTrees,all,7,0
0.9999986907110694,0.0971008741236622,0.0008632137209785043,441.17420767193875,0.0005902735356566684,15.359727377668229,1.699410371708938e-05,0.41032483945382375,0.31393093943713035,1.7817461490631104,Libreoffice,ExtraTrees,all,8,0
0.9999988206918492,0.127133553539031,0.0007769369363662416,387.30723660629025,0.0005312766714359301,14.479311605149578,1.5295571140144464e-05,0.3892064495116619,0.328977043563203,2.0101912021636963,Libreoffice,ExtraTrees,all,9,0
0.9861949830374277,-0.19704892123941598,5.455331028237293,467.624747253132,0.32815878605524157,15.948822695731524,0.009467213635434952,0.4557178931416523,0.2656868637475941,0.07947683334350586,Libreoffice,ExtraTrees,time,0,0
0.9820101054207946,-0.22536497527111443,8.259270880014203,494.6631325632582,0.4564499444943613,16.383059309090044,0.012654947440367189,0.5102165274073953,0.24439937654351718,0.09468960762023926,Libreoffice,ExtraTrees,time,1,0
0.9807162503922441,-0.3111468501298664,8.746312208150567,596.0389355247464,0.4732414841271472,18.07719301100128,0.013049111798085683,0.5107423220282853,0.20219013320718227,0.10725736618041992,Libreoffice,ExtraTrees,time,2,0
0.9829084638655629,-0.36598183553331354,7.6849450942282616,552.2720562648727,0.42233750027743283,17.590630410258715,0.011766627798364498,0.5427343313514335,0.2076951814362944,0.12300729751586914,Libreoffice,ExtraTrees,time,3,0
0.9836340606221734,-0.36530211734322227,7.183671072672955,572.5635053740134,0.4034267103742296,17.84615579276319,0.011274982580847052,0.5348340144191099,0.2124720115255916,0.13852858543395996,Libreoffice,ExtraTrees,time,4,0
0.9831722380846778,-0.2657774554426904,7.55030914178275,496.4985552009446,0.4105369749865075,16.51224506999021,0.011403913810211098,0.5081142619001398,0.24927915763177477,0.1559314727783203,Libreoffice,ExtraTrees,time,5,0
0.9837303459214595,-0.2625853945777328,7.198150336888843,514.1639600677756,0.398345212303676,16.852936145911354,0.011083425757038539,0.5473312783797827,0.23801149006840372,0.1630415916442871,Libreoffice,ExtraTrees,time,6,0
0.9822078186281629,-0.33482663473585306,7.5207036723137355,546.7789350921746,0.4283615773444294,17.156600475389503,0.012426088548555321,0.5340046014461209,0.22094710274656182,0.18055224418640137,Libreoffice,ExtraTrees,time,7,0
0.9814721162160405,-0.3848801496635361,7.886914554346336,604.7660788103201,0.4417429641565556,18.22795106872229,0.012769138362757155,0.5543474976547684,0.18495217620424975,0.2050459384918213,Libreoffice,ExtraTrees,time,8,0
0.9799634688348537,-0.3890149930647824,8.113744570936108,542.4122802413908,0.4638946901911191,17.142436557876128,0.013662591275867166,0.5232235925417426,0.20614746490239533,0.2180318832397461,Libreoffice,ExtraTrees,time,9,0
0.921650319979947,-0.23008277354230766,34.58954133148727,488.26326169432195,1.5948885646818611,16.715818681225404,0.043316417630498254,0.4771548582913947,0.2301031830893645,0.10304760932922363,Libreoffice,ExtraTrees,change,0,0
0.9072249494831677,-0.18052385199052168,40.48082099776374,492.3351159749537,1.6531059857016597,16.357278546244704,0.04491620163819351,0.47557025994312124,0.24560848258102053,0.11565709114074707,Libreoffice,ExtraTrees,change,1,0
0.9088937324700471,-0.18471541893387644,41.36307131076517,578.4707351477418,1.5540212874958401,18.06003204294236,0.04182215165987229,0.4909634400126357,0.20181027088986958,0.14314055442810059,Libreoffice,ExtraTrees,change,2,0
0.9088411911898664,-0.18067369800520283,43.48747862842044,501.9110767397824,1.5470165569849044,17.043302292599247,0.04108763591496151,0.4930832172464417,0.2321256355860002,0.17990493774414062,Libreoffice,ExtraTrees,change,3,0
0.9116006264335599,-0.19264692548578255,41.97935780494542,559.6772978450539,1.4974214234680108,17.843976220307393,0.039930181080450204,0.49532082189180526,0.2130115844385837,0.19711542129516602,Libreoffice,ExtraTrees,change,4,0
0.9087076107621491,-0.18096013285707047,43.01215104482258,490.38363580806435,1.5269940402921494,16.640712870707265,0.04096865084805784,0.503331972468525,0.2427934651705177,0.24213194847106934,Libreoffice,ExtraTrees,change,5,0
0.9073325556990325,-0.2172294049600887,42.26623282942303,497.9114959969217,1.5143903472297986,16.913530858952875,0.041039232939910304,0.5252497778165216,0.23551673156076136,0.26520562171936035,Libreoffice,ExtraTrees,change,6,0
0.9065399986865077,-0.16924438926972107,42.227883862243274,510.61327772593376,1.527887200787695,16.506623369483837,0.04172463173292077,0.48377370352319277,0.2513414967962694,0.2872653007507324,Libreoffice,ExtraTrees,change,7,0
0.9035320024696574,-0.16432704901179052,44.466277883129045,540.1507205460667,1.5689165370445082,17.113038302165695,0.04255738935716968,0.46817553067276513,0.23551708551479955,0.3198513984680176,Libreoffice,ExtraTrees,change,8,0
0.8980965546949529,-0.20715490221746946,46.65197045642857,453.4557529496077,1.6510906471306728,16.093532924275536,0.04490285450417525,0.47469000515318777,0.25387775581222927,0.36294102668762207,Libreoffice,ExtraTrees,change,9,0
0.9113481607304887,-0.36829217210633547,31.176750605776096,554.1774316691963,1.6555539742691878,17.842621373669616,0.049268231919919685,0.5117427468408319,0.1784689540219878,0.08413457870483398,Libreoffice,ExtraTrees,text,0,0
0.8772778706986711,-0.31550707612605766,42.89447213600146,538.4099633042971,2.2338262283869708,17.546969308936127,0.06608251218153756,0.5520829766503178,0.19185874350091026,0.10712623596191406,Libreoffice,ExtraTrees,text,1,0
0.8397813795941211,-0.3044419521686208,61.38831005171415,612.7567751374625,2.8739590366580345,18.997469582729277,0.08330080605689942,0.5344478936950312,0.16099564141644762,0.12687182426452637,Libreoffice,ExtraTrees,text,2,0
0.825213985981803,-0.25061928419646207,70.9025270280417,525.6287598945618,3.1421439569031615,17.606955519928,0.0895606812411043,0.512768461640305,0.2073845576846881,0.14735984802246094,Libreoffice,ExtraTrees,text,3,0
0.8098746425554133,-0.23962373793648983,77.08290113069863,573.7143022638726,3.364399410702987,18.0974584184794,0.09624018525077963,0.5139875571221744,0.20128745635766532,0.17366528511047363,Libreoffice,ExtraTrees,text,4,0
