Train R square,Test R square,Train MSE,Test MSE,Train MAE,Test MAE,Train MAPE,Test MAPE,Test SAE,fit_time,Organization,model,repitation,fold
0.5716941965241322,0.1931606890405798,885.9025263929893,1346.7491516219416,18.048887502047126,23.736804857554823,0.30288846974455935,0.42697698544561025,0.4093966425459902,0.7780396938323975,Android,ExtreTrees,0,0
0.4656826888786706,0.177881559085465,997.0787357607635,1329.6220321369815,19.869167895118935,24.313316912520527,0.3458664440727198,0.48051627306195166,0.3881615434271102,1.2919423580169678,Android,ExtreTrees,0,1
0.40507618273122914,0.1896068188037966,1083.8739770953773,1139.3356049631184,20.97955407762268,22.268648477646526,0.3730065529176723,0.451143394566401,0.4218229427495591,1.770216464996338,Android,ExtreTrees,0,2
0.36867719536482413,0.19085475959184872,1100.987134550262,1339.2988670817301,21.083133533015392,23.85894357212178,0.3790023587343369,0.4434450729864337,0.39504675560228864,2.237461566925049,Android,ExtreTrees,0,3
0.3430212767050662,0.1774556314475778,1133.050054400918,1346.7736348390058,21.477578867246358,24.303825774887045,0.3880363369978144,0.44255878933192455,0.3822838023555636,2.7528414726257324,Android,ExtreTrees,0,4
0.3239167265176178,0.16965609597118814,1153.1731584009094,1415.2612708503912,21.863013258834528,25.09999309375845,0.3978721907302909,0.46031253428479846,0.37149985336525426,3.2908239364624023,Android,ExtreTrees,0,5
0.31066976025682136,0.18492119499620985,1169.5780823357911,1312.1198096330893,22.19665325081043,23.863494377107088,0.4059273741245532,0.4641418548179147,0.3956412719460708,3.7775769233703613,Android,ExtreTrees,0,6
0.2986810764352287,0.11830344804208637,1187.6965545997866,1377.6083683200332,22.377302807465902,25.291743976658598,0.4109696344232184,0.5068607852160432,0.35713019388277456,4.370178461074829,Android,ExtreTrees,0,7
0.28468790023334933,0.17614681836495527,1202.3758844708434,1271.6867918863916,22.612659649860593,24.244935540505004,0.4179714495027635,0.46864361938849736,0.38221486442990915,4.9045257568359375,Android,ExtreTrees,0,8
0.27809185207929643,0.14774996007903796,1207.2731082208315,1291.642942135507,22.740351212251607,23.99064133175897,0.42260120157634234,0.48235460468530295,0.3827772925309946,5.524185419082642,Android,ExtreTrees,0,9
0.5724459083388447,0.19344647722724995,884.2558322379683,1350.6865337021493,18.02722731687428,23.770822366075976,0.30189989626441693,0.42644914220339886,0.4086201222702175,0.7746403217315674,Android,ExtreTrees,1,0
0.4657102560284534,0.17793563250473732,997.1909387408667,1331.528311769938,19.868900061790683,24.317166667505155,0.3459158697637596,0.4795023366880357,0.3881767225175873,1.2688801288604736,Android,ExtreTrees,1,1
0.4036941045224697,0.19051513270527543,1087.4949739302208,1139.8536798872246,21.021551082175726,22.272685942793373,0.37426530761954907,0.45074291993874416,0.42131018946044707,1.749661922454834,Android,ExtreTrees,1,2
0.3685668748684948,0.19150943108130036,1100.60927777465,1337.3590662565457,21.084846977325714,23.827532454838234,0.3791209054294738,0.44307650619381195,0.39574262645611147,2.2339556217193604,Android,ExtreTrees,1,3
0.34393523909918144,0.1775255874237378,1131.0353980903951,1347.94926203973,21.472876498129672,24.30591687688543,0.3881209772570998,0.44212039986314583,0.38239094443263144,2.7433090209960938,Android,ExtreTrees,1,4
0.3235879966062273,0.17053793331860034,1152.0773850004412,1413.2975608619604,21.854406982233893,25.066829590076114,0.3977809521206441,0.45955494349417,0.3723810028270319,3.2917702198028564,Android,ExtreTrees,1,5
0.3089827227148805,0.18526641079559947,1172.0447842148544,1311.1455843106166,22.216436488724867,23.871991080884317,0.4064633453730165,0.4643989226125239,0.3953281643499268,3.796626091003418,Android,ExtreTrees,1,6
0.298152854126311,0.11912428532170727,1189.3279554131657,1377.9896884344462,22.39287213547151,25.289163913419088,0.4112915292345289,0.5062529799626136,0.3569396280012692,4.319476366043091,Android,ExtreTrees,1,7
0.28559622960350295,0.17568228265701502,1201.7082407388077,1271.6413197545799,22.607202708387067,24.266908414095848,0.4179112541325349,0.4699786806745518,0.38163353596466687,4.961187362670898,Android,ExtreTrees,1,8
0.27804350780979636,0.14754399031971133,1208.175383261175,1291.730955460842,22.744051404354956,23.994085627499533,0.4225451197129809,0.4821269771926706,0.3829740654590533,5.584844350814819,Android,ExtreTrees,1,9
0.5683114287940554,0.19279035350142326,888.4479733504014,1351.96773123159,18.081018666174987,23.752840685554116,0.3030026958486009,0.42572505575779374,0.4092895106425227,0.7708759307861328,Android,ExtreTrees,2,0
0.4648691562595608,0.17775650003985977,999.1550692205814,1331.2875608392478,19.899216005914273,24.291012270078276,0.34661926156704,0.4781912203298625,0.3889939578438638,1.2538776397705078,Android,ExtreTrees,2,1
0.40320911284632943,0.1900625700763311,1087.5768520595973,1141.6825586605446,21.014451097907028,22.28175754509012,0.37381488320237155,0.4511578142529799,0.4210224873651105,1.7567164897918701,Android,ExtreTrees,2,2
0.367498052042175,0.19064711084663322,1101.7066031657614,1338.6325012585328,21.09813848193705,23.854195733421772,0.37956133947609993,0.4439843683280404,0.3952802609080026,2.2580478191375732,Android,ExtreTrees,2,3
0.34402480048901374,0.17690778824376063,1130.7221268495086,1347.8855369038279,21.45921443367101,24.312411265779495,0.3875923688791042,0.44243273486105705,0.38184027451118296,2.7473201751708984,Android,ExtreTrees,2,4
0.32511153533112225,0.17068116660037846,1151.4991438420566,1412.8424880654175,21.83755927936529,25.0620907764016,0.39731249072725483,0.4595451742572831,0.3726731219214663,3.3078136444091797,Android,ExtreTrees,2,5
0.3090350301043563,0.18520392360039872,1172.7710858839787,1311.223288368067,22.22767400362344,23.866602095727593,0.40669889345379445,0.46383829744450106,0.39540090544478,3.7966158390045166,Android,ExtreTrees,2,6
0.29758322521601743,0.11869157490106819,1190.478197786307,1377.5210655065932,22.398544528577077,25.260654849766308,0.411279249620317,0.50512577675732,0.3578408728214574,4.331005096435547,Android,ExtreTrees,2,7
0.28535979087247154,0.17525207526614428,1201.916132989934,1273.8457165273167,22.621734327823482,24.31126228225144,0.4184339021822854,0.4708997322512571,0.38089125551216607,4.938518524169922,Android,ExtreTrees,2,8
0.2786707185346746,0.1474127915342056,1206.2287241491654,1291.6002751868887,22.72838961934611,23.983437110584468,0.4223101766807106,0.4820670424270831,0.38309070987750327,5.578853130340576,Android,ExtreTrees,2,9
0.5734015016474179,0.19372372282168548,880.4924989011779,1347.0955045403682,18.004178463831416,23.737828879170237,0.301762446930177,0.42657078021666806,0.4095068640488332,0.7759180068969727,Android,ExtreTrees,3,0
0.463815538272603,0.17911597496845832,999.2448654425455,1327.9145646206082,19.89471899164911,24.276232510408807,0.34643580285732223,0.47850041455997055,0.389378473873928,1.258352279663086,Android,ExtreTrees,3,1
0.40394449540798916,0.19047498704019517,1086.980242323039,1139.5587161603978,21.00268038733932,22.26423901840302,0.37338402620880984,0.4504816745504307,0.4212826295358788,1.763197422027588,Android,ExtreTrees,3,2
0.368377409979468,0.1916051068852599,1100.4270250143834,1338.2025254299322,21.07927512254421,23.862037129867964,0.3789934329122639,0.44421103666698275,0.39494116016238234,2.249492883682251,Android,ExtreTrees,3,3
0.343509450498208,0.1774518644835914,1131.6295764693407,1346.9533761506239,21.466868633429673,24.304920067249714,0.38781428141288604,0.4422264743197308,0.38233716235033866,2.7599053382873535,Android,ExtreTrees,3,4
0.3246636545844558,0.170213891551237,1151.9513443651133,1413.2711117849508,21.847460606791895,25.086845564054595,0.3975780976413048,0.4601428452125658,0.37232252213964634,3.2706820964813232,Android,ExtreTrees,3,5
0.3088154804972262,0.18448020340783566,1172.1219476094373,1312.8099234750866,22.221085932468267,23.88090130667803,0.4066834223935202,0.46457826630172555,0.39498641095665843,3.8021302223205566,Android,ExtreTrees,3,6
0.29747690326126197,0.1184084645125415,1190.4542452669964,1377.9138929838498,22.396337500514186,25.276135332073807,0.41117916026656215,0.505614296350318,0.3575630668926585,4.361086845397949,Android,ExtreTrees,3,7
0.2863883179688349,0.17563153548282595,1200.649829971768,1272.2031391002095,22.59331741723305,24.287672700016888,0.4175007063019254,0.47072784245537824,0.38146430050643565,4.973789930343628,Android,ExtreTrees,3,8
0.27849531674616324,0.14738514088981758,1206.5977853432391,1292.0730786482538,22.730701254596266,23.990493700767757,0.42226578368776874,0.4821531321831976,0.3829145853104423,5.612999439239502,Android,ExtreTrees,3,9
0.5728488315675316,0.19290529525258904,883.1241573076459,1349.4850215171361,18.029382321372765,23.76132476829903,0.302486489028684,0.4266176707801654,0.4092045665038698,0.7996313571929932,Android,ExtreTrees,4,0
0.46498230417803,0.1777249995371335,997.9493212058869,1330.1483224345784,19.895560269603397,24.2814696200204,0.34654354170894297,0.47861325193901133,0.38890114959894373,1.264462947845459,Android,ExtreTrees,4,1
0.4053362716457328,0.19071192162810557,1083.9308557017227,1137.6912293508126,20.981743952313664,22.261158565092753,0.373156727945021,0.45124066023737014,0.42184592047526104,1.7526695728302002,Android,ExtreTrees,4,2
0.36869961135561025,0.19178904885517922,1099.9040141007206,1337.7838021757445,21.075282990688113,23.82531136490299,0.3790436855722703,0.44263153342101796,0.3961924049382136,2.252969980239868,Android,ExtreTrees,4,3
0.34274566913370175,0.17679692619345388,1132.606051994664,1347.7247230433766,21.47541440805619,24.298441387833197,0.38795518153405295,0.4417919258837312,0.3820751809032813,2.7518322467803955,Android,ExtreTrees,4,4
0.3244601596456872,0.169948746260687,1152.1537057395183,1414.6720403876914,21.849255244254028,25.101806162255755,0.39765126390026023,0.46094392016898394,0.37152718244844574,3.279204845428467,Android,ExtreTrees,4,5
0.30931082024204504,0.18513536225161742,1172.6239412516934,1312.682697100098,22.220400461577995,23.8609323226113,0.4064419470658897,0.4637594268890247,0.3953430971195062,3.827164649963379,Android,ExtreTrees,4,6
0.29800378171149455,0.11903371105263394,1189.4708953443987,1377.4739051427098,22.39992489403244,25.267527318729613,0.41155332609235085,0.5051313277157089,0.357754860750801,4.3580780029296875,Android,ExtreTrees,4,7
0.2858789149221711,0.1761641650377298,1201.1566107394451,1269.6154462419197,22.60794190128588,24.263448081694815,0.4179682365722819,0.4697008312419975,0.3816191180453703,5.142169713973999,Android,ExtreTrees,4,8
0.2789469443502268,0.14694503629897548,1206.114364553451,1292.0813866967494,22.735854400971057,23.99061577393077,0.422486132110766,0.4818473378887983,0.3828902419699457,5.55025577545166,Android,ExtreTrees,4,9
0.5725912077792286,0.19291550850242056,880.9030902945021,1347.1473015377333,18.010283574088458,23.74464262106423,0.30231803501443694,0.4267431659178333,0.4096047547975028,0.7655746936798096,Android,ExtreTrees,5,0
0.46693706643736943,0.1786702080880005,996.8074485496326,1329.0282595649303,19.86720573170972,24.282140852169263,0.345386208089919,0.47865538339098,0.38896199746425986,1.2939472198486328,Android,ExtreTrees,5,1
0.4035280832307988,0.1902315943115419,1087.9717612878255,1139.73987214122,21.009987304500253,22.273868686237666,0.37338331174859357,0.4508275693993576,0.4211889995028555,1.7476556301116943,Android,ExtreTrees,5,2
0.36884928404742834,0.19160235602523634,1100.2656201251277,1337.585606687088,21.089136535327626,23.86032220299184,0.37941272509566143,0.4438849474171315,0.39513914298886255,2.256584405899048,Android,ExtreTrees,5,3
0.3432891581245723,0.17791591101726856,1132.2186350135278,1345.5441590529317,21.46816108703383,24.303514817447034,0.3879238969041078,0.4422665795763059,0.3819438308022348,2.8109891414642334,Android,ExtreTrees,5,4
0.32550061504904404,0.17053225597704125,1149.6785465451012,1414.3313335306589,21.82422286429189,25.09280724863201,0.39702409389350635,0.46011864437226285,0.37229475032983184,3.5154526233673096,Android,ExtreTrees,5,5
0.3098796642760089,0.18477207597178524,1171.8313781667405,1313.6746976091704,22.20940580833036,23.886062729761214,0.4062241034969899,0.46444180242011707,0.39465803901269203,3.8126304149627686,Android,ExtreTrees,5,6
0.29685582202163663,0.11869304825987337,1191.1398704612552,1376.8248007965628,22.403077169708414,25.263740678206766,0.41145054880017357,0.5055767836220931,0.35763273119559513,4.369623184204102,Android,ExtreTrees,5,7
0.28576085585625666,0.17551545874859842,1202.1340062140246,1272.2810706777884,22.618988413493312,24.29876455118783,0.418501196288552,0.47072721489694197,0.3810698380327484,4.995779991149902,Android,ExtreTrees,5,8
0.2790105041131372,0.14708150125546016,1206.5532031898872,1291.6232184214293,22.734073333361014,23.99753703730062,0.4223702630012594,0.48244143923377686,0.38303402723464264,5.63147234916687,Android,ExtreTrees,5,9
0.5689507990023489,0.19358354867580518,890.390065150014,1347.8705645527218,18.09207303040535,23.73861353112571,0.30320246269321777,0.4260143094832246,0.40956139171741945,0.7765359878540039,Android,ExtreTrees,6,0
0.4652579568770382,0.1777885722610687,997.5372462894582,1332.4095991184745,19.871770406771446,24.341031643835382,0.3459078418171626,0.48031810651894763,0.3878101264743713,1.2909462451934814,Android,ExtreTrees,6,1
0.4041393889890792,0.18977845762101786,1086.1919601652266,1139.3674572097261,21.004676919598385,22.280022145196273,0.37368255034908276,0.45135487304578215,0.42132079954541835,1.7792410850524902,Android,ExtreTrees,6,2
0.36696628454433533,0.19102698007684937,1103.3217232906013,1339.432614853128,21.105294940841407,23.853738811494228,0.3795515868368246,0.44325737962508965,0.394845658976985,2.2575154304504395,Android,ExtreTrees,6,3
0.3446944157062042,0.17653720253308958,1129.6933033286964,1347.1279060818395,21.439310012976456,24.30302437080773,0.38714241046495856,0.4424781318589804,0.3822634930124863,2.7577133178710938,Android,ExtreTrees,6,4
0.3241279437487238,0.17078400074497024,1153.2225199944658,1411.8454641086996,21.859478793206925,25.081528910523343,0.3978422124366245,0.460163376004412,0.372181245572201,3.314800500869751,Android,ExtreTrees,6,5
0.3090622832734963,0.18489241224116948,1173.0363326768643,1311.783154132512,22.227760242892966,23.86184320029639,0.4066528228828578,0.46399620480281595,0.3956066995294808,3.8321852684020996,Android,ExtreTrees,6,6
0.2980200074405518,0.11847339481981667,1190.1220216632846,1377.944626575642,22.402198919824865,25.291261163849075,0.4117334366614982,0.5062112241047902,0.3568638650234829,4.396179676055908,Android,ExtreTrees,6,7
0.28515337112125994,0.17589421869516841,1202.4846363117883,1273.7689946838057,22.614553952702707,24.314311276476804,0.4180771131094586,0.4710191568820438,0.38080068247959953,5.022404193878174,Android,ExtreTrees,6,8
0.27838458790342857,0.14663114438331282,1207.0390393623245,1292.5134324249702,22.7320322632814,24.006672417478132,0.4222368052702944,0.48258792991335037,0.38239326949016106,5.593909025192261,Android,ExtreTrees,6,9
0.5723268816016562,0.19241636046149868,883.5605280888495,1348.5819521311569,18.020221631687185,23.759645803909816,0.30221337126159137,0.42706406419543297,0.40876883721102375,0.775444507598877,Android,ExtreTrees,7,0
0.46643553528025294,0.17908304844768919,996.6085586199903,1330.27541912338,19.865582019074314,24.294075172647734,0.34565885507497296,0.478116452901964,0.3889616791753887,1.2588534355163574,Android,ExtreTrees,7,1
