Train R square,Test R square,Train MSE,Test MSE,Train MAE,Test MAE,Train MAPE,Test MAPE,Test SAE,fit_time,Organization,model,repitation,fold
0.3898654955629882,0.13414275350367344,646.2327903343968,843.8366111812203,17.79729900995241,21.07714472620954,0.3993366176360731,0.5043445020328179,0.35341025951276006,1.3443617820739746,Openstack,ExtreTrees,0,0
0.3001983775434318,0.14763023191666047,716.5136778692957,835.2015574622519,18.989285485756117,21.028796750119476,0.4360383477732649,0.5118296522205391,0.35676688028133696,2.390892744064331,Openstack,ExtreTrees,0,1
0.26873508024207127,0.16564556631053085,747.780237539713,835.0218155813496,19.47281170511914,20.677512181998747,0.4507934162856968,0.49060124162985463,0.36768204646205627,3.469139814376831,Openstack,ExtreTrees,0,2
0.25247437012116536,0.1351075864301945,764.0587791254119,819.4022900997663,19.621729723343723,20.603756566498735,0.45540333319032106,0.4939841514855112,0.36155662288354296,4.625518560409546,Openstack,ExtreTrees,0,3
0.23529138968592522,0.12998471024788272,770.1694035500171,826.1425726875608,19.739099204539553,20.761041930830718,0.4603815047097577,0.5010174937101751,0.35614514201472036,5.828740358352661,Openstack,ExtreTrees,0,4
0.22465503143180154,0.11391422944541296,773.8667842730454,808.9187540905738,19.82074962927995,20.388555063511557,0.4642417496623256,0.4942330245546524,0.3588939187277356,7.766496658325195,Openstack,ExtreTrees,0,5
0.2144380284740688,0.13826035002696513,775.8708266702205,857.4186549936023,19.860400113492716,21.164952123128433,0.46651248752310276,0.4947207273263687,0.3477456402028438,9.001041650772095,Openstack,ExtreTrees,0,6
0.21100934117146986,0.11025076231354347,779.4734225611,804.7350808672265,19.947452045608756,20.64050486692201,0.46909869761415984,0.53215877618035,0.3557672863974133,11.146363258361816,Openstack,ExtreTrees,0,7
0.2062996458903179,0.16089960543082327,782.5418581937985,780.4259862382031,20.002653732824403,20.1455680149909,0.47140356074201367,0.47513574286075794,0.3685003888232864,12.87045693397522,Openstack,ExtreTrees,0,8
0.20549968045347888,0.1530255758886402,779.558948469013,902.6640093612154,19.951302712442324,21.779922569682718,0.4704833883772153,0.49011462252828253,0.338493345894167,14.970430374145508,Openstack,ExtreTrees,0,9
0.3888011911955308,0.1336416587208803,646.949954341716,844.1494061746967,17.8134529742927,21.08663586392125,0.3998689373778407,0.5047045628952161,0.3532717067535539,1.344550371170044,Openstack,ExtreTrees,1,0
0.30038726132076465,0.14764219137639234,715.9840106999043,834.9659291926183,18.983312100078816,21.026814367701697,0.4359881130096331,0.511990310748877,0.3569040046954618,2.34516978263855,Openstack,ExtreTrees,1,1
0.2679376573248158,0.16574826762111428,748.5816863093559,834.9847707060893,19.48412895677271,20.675413327022564,0.45113603799611035,0.4904142385898783,0.3675396126111301,3.5316457748413086,Openstack,ExtreTrees,1,2
0.2529070244980709,0.13539164293968353,763.5704427107542,818.8558906408341,19.616439187960083,20.599429465720846,0.4552898684844975,0.4942119716742899,0.36123292875346735,4.625518560409546,Openstack,ExtreTrees,1,3
0.2345848106086258,0.13011905722942863,770.6837609789694,825.888114908413,19.745545728714934,20.757700472032194,0.46057088448657274,0.5009847346711402,0.3559841429014833,5.875617027282715,Openstack,ExtreTrees,1,4
0.2244390815103824,0.11344748221996848,774.2015635139206,809.0908723514054,19.825633035222875,20.388725300767046,0.46435041424342766,0.49441880660935694,0.35895592274240673,7.313321113586426,Openstack,ExtreTrees,1,5
0.21374208028244368,0.13809028922543476,776.2421476802562,857.234579826884,19.8698453795066,21.16254934081132,0.4668342901521447,0.49478101929906804,0.3479546732927947,8.954131364822388,Openstack,ExtreTrees,1,6
0.21133059208389582,0.10997390655471029,779.3828051314661,805.101643309263,19.94562640820422,20.649337728017066,0.4690785311601835,0.5324376841058919,0.35548557673879355,11.2981436252594,Openstack,ExtreTrees,1,7
0.20609859137345798,0.1605100034323682,782.7573213227001,780.9305551466207,20.00525780444631,20.153905662360987,0.4714641531454616,0.47535475233640595,0.3682755102112819,13.15108323097229,Openstack,ExtreTrees,1,8
0.20566549367227305,0.15274719888680255,779.4572108095919,902.7424253990855,19.94788389903308,21.781329718483118,0.470357528116847,0.49020539534523255,0.33841158759514023,15.891198873519897,Openstack,ExtreTrees,1,9
0.38784958993167074,0.13380718385797563,647.814473548466,844.0769281958841,17.82118130628544,21.07944330213228,0.400044175055333,0.5043457407606887,0.3537073700004568,1.3595285415649414,Openstack,ExtreTrees,2,0
0.29940619529983137,0.14719593527938757,716.9275165538098,835.3603010461642,18.99755560663894,21.031421066671818,0.436418649281036,0.5121303368470888,0.35666464230006945,2.4399516582489014,Openstack,ExtreTrees,2,1
