Train R square,Test R square,Train MSE,Test MSE,Train MAE,Test MAE,Train MAPE,Test MAPE,Test SAE,fit_time,Organization,model,repitation,fold
0.8400087673026969,0.03783867545052744,98.19511947967032,426.3708240192494,6.519767628758192,15.206478497280342,0.16441140216159242,0.4099055747751221,0.2999898388633423,0.47153329849243164,Libreoffice,ExtreTrees,0,0
0.7128909672154342,0.11173730097675094,166.21573911436374,384.14412888301075,8.781801136412376,14.361518308767092,0.22006633573137846,0.4126427237935822,0.3385999265645343,0.4963860511779785,Libreoffice,ExtreTrees,0,1
0.6373993234452836,0.06970215276899605,204.34797503227273,485.528170938402,9.75179789594506,16.12486483963398,0.24703097630729426,0.41770544942709636,0.2881089408222952,0.593717098236084,Libreoffice,ExtreTrees,0,2
0.575659060286152,0.1377942999326628,235.9751153462542,394.5733190870869,10.58774856206306,14.737163808671012,0.2694126771369491,0.4086357603913355,0.33690045049076023,0.6818132400512695,Libreoffice,ExtreTrees,0,3
0.5338764115995625,0.0990243007795687,255.55441938335713,449.93650183944436,11.134942401525498,15.51529763045732,0.2849294417471342,0.4101880164951276,0.31469222759239657,0.7696235179901123,Libreoffice,ExtreTrees,0,4
0.49927307598656767,0.10078274075392235,273.08132517058857,393.6381574634884,11.570071760035253,14.21540879250222,0.29641543647447743,0.4102235348775605,0.3542775710418915,0.8755061626434326,Libreoffice,ExtreTrees,0,5
0.4770408705188912,0.1486073827865585,283.1988152809575,375.5618872912378,11.758953410650777,14.356788033514043,0.3025237258152854,0.4195314868761872,0.35005025793177724,0.9569680690765381,Libreoffice,ExtreTrees,0,6
0.45998942051647507,0.1066965782818764,292.0488459501024,410.01709183324664,11.948655134156,14.47924264861055,0.30888546362202285,0.400287783977522,0.3425669249067923,1.0607833862304688,Libreoffice,ExtreTrees,0,7
0.44194331303088463,0.06807261044768531,301.18773789632155,453.31570249934276,12.16136504901053,15.36765786083671,0.3149352898731893,0.41341999261552087,0.3137963239892144,1.1539747714996338,Libreoffice,ExtreTrees,0,8
0.4263174480712074,0.12858894942468668,308.4477344307364,383.2318835934189,12.32029355978431,14.323219825977123,0.3183960684098374,0.38958716630707535,0.336426738548963,1.2488930225372314,Libreoffice,ExtreTrees,0,9
